text_asli,stem_text,label
semoga menjadi perhatian dan pembelajaran pihak kepolisian,moga perhati ajar pihak polisi,neutral
itu kan katanya operatornya keaiannya ya ngga jelas,kan kata operator keaiannya ngga jelas,negative
oknum kok satu polsek cukup tidak tahu malu maka anda akan kaya,oknum polsek tahu malu kaya,negative
harus dituntut balik tuh krn sdh memenjarakan orang sm memeras ayoo lawyernya segera tegas tuntut balik g bs dibiarin oknum gini banyak di setiap institusi kasih efek jera utk yg lain agar g main dg hukumkrn menyangkut nasib orang,tuntut balik penjara orang peras ayoo lawyernya segera tegas tuntut balik dibiarin oknum institusi kasih efek jera main hukumkrn sangkut nasib orang,negative
ayo ramaikan lagi tuntut balik,ramai tuntut balik,negative
divhubinter polri menjemput wni dari tersangka yang terlibat dalam online scam jaringan judi daring di lapulapu city filipina pemulangan para tersangka dilakukan secara bertahap tahap selanjutnya akan disusul wni yang masih menunggu penyelesaian proses hukum filipina,divhubinter polri jemput wni sangka libat online scam jaring judi daring lapulapu city filipina pulang sangka laku tahap tahap lanjut susul wni tunggu selesai proses hukum filipina,neutral
personel polri yang terlibat dalam operasi mantap praja mahakam bersama personel tni melaksanakan pengamanan kdananye tatap muka pasangan calon bupati dan wakil bupati di desa putiana kecamatan anggrek gorontalo utara kegiatan ini diselenggarakan guna menjaga kedamaian,personel polri libat operasi mantap praja mahakam sama personel tni laksana aman kdananye tatap muka pasang calon bupati wakil bupati desa putiana camat anggrek gorontalo utara giat selenggara jaga damai,neutral
polri melalui polda aceh mengamankan kegiatan perdana debat calon gubernur dan calon wakil gubernur pada pilkada yang akan berlangsung pada jumat para personel kepolisian disiagakan di sekitar lokasi pelaksanaan sebagai upaya dalam memastikan keamanan dan ketertiban,polri lalu polda aceh aman giat perdana debat calon gubernur calon wakil gubernur pilkada langsung jumat personel polisi siaga lokasi laksana upaya pasti aman tertib,positive
mngkin udah saatnya institusi polri berbenah diri untuk lebih baik,mngkin saat institusi polri benah diri lebih baik,positive
klo seandainya miskah kenapa napa yg wajib di curigai si fadil,miskah napa wajib curiga fadil,negative
halo kendaraan seperti ini kan gak ada aturannya jadi tidak boleh berkeliaran dijalan nkri datangi itu pemilik motor angkut motor nya anak sekolah aja di razia diparkiran kok motor melanggar diangkut ke polsek terdekat klo ambil harus bawa stnk bpkb knalpot,halo kendara kan atur jadi liar jalan nkri datang milik motor angkut motor anak sekolah razia parkir motor langgar angkut polsek dekat ambil bawa stnk bpkb knalpot,negative
divisi humas polri menggelar kegiatan khataman alquran yang dilakukan sebanyak kali dan dipimpin oleh ustad serta diikuti oleh jajaran personel polri kegiatan ini dilaksanakan di masjid divisi humas polri jakarta jumat,divisi humas polri gelar giat khatam alquran laku banyak kali pimpin ustad ikut jajar personel polri giat laksana masjid divisi humas polri jakarta jumat,neutral
dalam rangka memperingati hari jadi humas polri yang ke divisi humas polri menggelar khatam alqur an yang digelar di masjid daarul qur an pondok pesantren tahfidz daarul qur an kota tangerang banten,rangka ingat hari jadi humas polri divisi humas polri gelar khatam alqur gelar masjid daarul qur pondok pesantren tahfidz daarul qur kota tangerang banten,neutral
basmi saja lah orang model begini biar masyarakat lebih tentram dan damai,basmi lah orang model biar masyarakat lebih tentram damai,negative
polsek bantar gebang melalui kanit binmas iptu jamingan dan bhabinkamtibmas aiptu khafid anwar mengadakan penyuluhan kepada siswasiswi smpn kota bekasi polri,polsek bantar gebang lalu kanit binmas iptu jamingan bhabinkamtibmas aiptu khafid anwar ada suluh siswasiswi smpn kota bekas polri,neutral
hut humas polri khataman hingga jumat berkah di titik,hut humas polri khatam jumat berkah titik,neutral
polri melalui jajaran divisi humas polri menggelar kegiatan jumat berkah di titik tempat ibadah sebagai bentuk kepedulian sosial kepada masyarakat kegiatan serupa juga dilaksanakan oleh bidhumas polda di berbagai wilayah untuk memperluas ddanaknya di tengah masyarakat,polri lalu jajar divisi humas polri gelar giat jumat berkah titik tempat ibadah bentuk peduli sosial masyarakat giat rupa laksana bidhumas polda bagai wilayah luas ddanaknya tengah masyarakat,positive
ikan busuk dimu,ikan busuk mu,negative
yg kelaut itu siraja utang negara beserta penggemarnya,laut siraja utang negara serta gemar,negative
hallo,hallo,neutral
live report giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih sabtu oktober,live report giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih sabtu oktober,neutral
kapan penjahat kemanusiaan dihukum mati di negeri ini,jahat manusia hukum mati negeri,negative
giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih sabtu oktober,giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih sabtu oktober,neutral
tuntun balik ganti rugi m bu guru,tuntun balik ganti rugi guru,negative
penghinaan simbol negara soklah hilangken,hina simbol negara sok hilangken,negative
kodam jaya dan polda metro jaya mengadakn pertandingan sepakbola untuk mempererat sinergitas antara tni dan polri di lapangan kartika jakarta timur pada oktober kegiatan ini dihadiri oleh pejabat tinggi dari kedua institusi trmasuk pangdam jaya dan kapolda metro jaya,kodam jaya polda metro jaya mengadakn tanding sepakbola erat sinergitas tni polri lapang kartika jakarta timur oktober giat hadir jabat tinggi institusi trmasuk pangdam jaya kapolda metro jaya,neutral
seharusnya di proses tuh tapi kalau nggak di proses bubarin aja bawaslu,proses proses bubarin bawaslu,negative
leher aja gak punya mau provokator,leher punya mau provokator,negative
bhabinkamtibmas polsek padureso aipda tukijan melaksanakan giat sosialisasi penerimaan calon anggota polri tahun di kantor balai desa sidototo,bhabinkamtibmas polsek padureso aipda tukijan laksana giat sosialisasi terima calon anggota polri tahun kantor balai desa sidototo,positive
job komen reply twitter feenya k perkomentar replykakak bisa cek di akun saya dr lazada beauty science tech polri gitu gitu jobnya dan dibayar banyak sie jobnya gak cuma twitterkomen di instagram tiktok youtube facebook dibayar minat wa,job komen reply twitter feenya komentar replykakak cek akun lazada beauty science tech polri jobnya bayar sie jobnya cuma twitterkomen instagram tiktok youtube facebook bayar minat,neutral
mengapa tidak pernah menindak perilaku seperti ini,tindak perilaku,neutral
gerombolan anak abah sakit hati kalah pilpres,gerombol anak abah sakit hati kalah pilpres,negative
bener gak ingat dia era sdh berganti,bener ingat era ganti,neutral
kasihumas polres bangkalan iptu risna wijayati sh bersama anggota humas dan anggota kelompok kerja pokja polres bangkalan melaksanakan bakti sosial membagikan makanan sebagai wujud kepedulian masyarakat sekaligus memperingati hut divisi humas polri kejum at,kasihumas polres bangkal iptu risna wijayati sama anggota humas anggota kelompok kerja pokja polres bangkal laksana bakti sosial bagi makan wujud peduli masyarakat sekaligus ingat hut divisi humas polri kejum,positive
mati konyol aja dia,mati konyol,negative
yaa danuuun jahanamnya manusia satu ini,yaa danuuun jahanam manusia,neutral
ayo bagi putraputri kabupaten tanah datar yang berminat menjadi anggota polri mari persiapkan diri dari sekarang,putraputri kabupaten tanah datar minat anggota polri siap diri sekarang,neutral
sobat polri selalu waspada dan berhatihati jika ingin melewati rel kereta yaa jika palang sudah tertutup lebih baik menunggu untuk keselamatan diri nyawa kamu lebih penting dari apapun,sobat polri waspada berhatihati lewat rel kereta yaa palang tutup lebih baik tunggu selamat diri nyawa lebih penting apa,positive
lah kalo ini baru tolol namanya,lah kalo baru tolol nama,negative
live report giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih minggu oktober,live report giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih minggu oktober,neutral
muka lu kek beruk makanya masih muja muja jokowi,muka kek beruk makanya muja muja jokowi,negative
giat patroli subuh piket sat lantas prabumulih di jl jend sudirman kota prabumulih minggu oktober,giat patroli subuh piket sat lantas prabumulih jend sudirman kota prabumulih minggu oktober,neutral
buat pelajaran dan cambukan intitusi polri agar tidak seenaknya main kasus,buat ajar cambuk intitusi polri enak main kasus,negative
keren humas polri,keren humas polri,positive
kemana aparat penegak hukum,aparat tegak hukum,neutral
gimana nih bang abang,gimana bang abang,neutral
tambang ilegal menjamur di jambeyan sambirejo sragen menyebabkan kerusakan yg luar biasa monggo pak presiden akankan terus ada pembiaran,tambang ilegal jamur jambeyan sambirejo sragen sebab rusa luar biasa monggo pak presiden akan terus biar,negative
buset gimana yg punya bayi coba parah bgt ini malah meresahkan warga mending lu bawa sound itu di gedung dpr aja sono,buset gimana punya bayi coba parah malah resah warga mending bawa sound gedung dpr sono,negative
gila ya masa nunggu viral minimal hati lo gak gerah apa liat kasus gini,gila masa nunggu viral minimal hati gerah liat kasus,negative
imigran yaman fp dan,imigran yaman,positive
mungkin salah satunya tapi yg bikin growth nya tinggi kenaikan gaji pns tni polri dan pengangkatan pns secara besaran,salah satu bikin growth tinggi naik gaji pns tni polri angkat pns besar,neutral
rasis nih pak,ras pak,negative
kepala divisi humas polri irjen pol dr sandi nugroho sik sh mhum mengucapkan dirgahayu kesehatan angkatan darat pada oktober,kepala divisi humas polri irjen pol sandi nugroho sik mhum ucap dirgahayu sehat angkat darat oktober,positive
ini akun teroris lapor ke bareskrim biar di tangkap cepat gak boleh ada teroris di negara kita densus segera menangkap nya,akun teroris lapor bareskrim biar tangkap cepat teroris negara densus segera tangkap,negative
gambar ini saja sdh berbentuk hoax,gambar bentuk hoax,negative
ngamok ni yee gimana panas kanwkwkwkwkwk,ngamok yee gimana panas kanwkwkwkwkwk,negative
keren banget ya polri siap sedia untuk menjaga keamanan di seluruh wilayah indonesia saat pelantikan nanti,keren polri siap sedia jaga aman wilayah indonesia lantik,positive
antara hsl survey dg kenyataannya sngtlah jauh panggang dr api memang harus dipikirkan o rezim baru ini utk mereformasi total institusi polri dan,hsl survey nyata sngtlah jauh panggang api pikir rezim baru reformasi total institusi polri,neutral
institusi polri tak ada suaranya tentang mafia bbm di ntt malah anggota yg melaporkan dipecat dan rudi soil sekarang minta perlindungan dari lpsk,institusi polri tak suara mafia bbm ntt malah anggota lapor pecat rudi soil sekarang minta lindung lpsk,negative
barrokallah,barrokallah,neutral
semangat sukses,semangat sukses,positive
tim patroli polres metro jakarta barat gagalkan tawuran remaja diamankan berikut sajam celurit dan panah polri,tim patroli polres metro jakarta barat gagal tawur remaja aman ikut sajam celurit panah polri,positive
semoga polisi bisa telusur dan menangkap nya,moga polisi telusur tangkap,neutral
retno di plemahan bogo kidul kediri jawa timur itu penipu dan penggelapan uang kelas kakap banyak korban nya sekaligus pelakor suami orang kebal hukum retno marsudi terinspirasi istri polisi dikediri juga tegas,retno plemahan bogo kidul diri jawa timur tipu gelap uang kelas kakap korban sekaligus pelakor suami orang kebal hukum retno marsudi inspirasi istri polisi diri tegas,negative
kapolres purwakarta melalui kabag ops polres purwakarta kompol suparlan s pd pimpin kegiatan rutin yang ditingkatkan kryd gabungan tni polri dan satpol pp kabupaten purwakarta sabtu oktober,kapolres purwakarta lalu kabag ops polres purwakarta kompol suparlan pimpin giat rutin tingkat kryd gabung tni polri satpol kabupaten purwakarta sabtu oktober,neutral
bisa ga kl hire ambarita dl bulan aja dl kira dikasih ga ama,hire ambarita bulan kira kasih ama,neutral
saya khawatir kejadian terulang banyak wilayah tidak siap om akhirnya butuh kerahkan banyak bantuan kemdanuan dan sebatas menganalisa tidak sdanai ada cara menghambat bencana itu,khawatir jadi ulang wilayah siap akhir butuh kerah bantu kemdanuan batas menganalisa sdanai cara hambat bencana,negative
polsek merakurak melaksanakan giat patroli skala besar antisipasi balapan liar dan gangguan kamtibmas polri,polsek merakurak laksana giat patroli skala besar antisipasi balap liar ganggu kamtibmas polri,neutral
kerja kalian woy berguna dikit buat nusa dan bangsa,kerja kalian woy guna dikit buat nusa bangsa,negative
monggo dan bapak pemilik akun dan di tertibkan jam non stop nyerang islam,monggo bapak milik akun tertib jam non stop nyerang islam,neutral
apakah ada harapan bagi masyarakat menengah ke bawah untuk di dengar oleh pak pulisi aku sih berharap cuman seculi jalan keluarnya mah tetep di warga semua bersatu kemudian usir pemilik sound tsb,harap masyarakat tengah bawah dengar pak pulisi harap cuman culi jalan keluar mah tetep warga satu kemudian usir milik sound,neutral
iyayajokowi itu dibilang bodoh tapi bisa mengalahkan ps menguasai tni polri mk jaksa hutang dipercaya bangun tol bendungan plts shelter smua tambang mineral ekonomi bertahan ditengah krisis kok bisa ya heran aku,iyayajokowi bilang bodoh kalah kuasa tni polri jaksa hutang percaya bangun tol bendung plts shelter smua tambang mineral ekonomi tahan tengah krisis heran,negative
tolong diajak ngopi nih,ajak ngopi,neutral
pak tolong ini ada penyebaran informasi sesat menyesatkan dan ujaran kebencian,pak sebar informasi sesat sesat ujar benci,negative
kepala kepolisian sektor margahayu polresta bandung beserta staf dan jajaran mengucapkan selamat hari sumpah pemuda oktober tahun sumpah pemuda maju bersama indonesia raya polri,kepala polisi sektor margahayu polresta bandung serta staf jajar ucap selamat hari sumpah pemuda oktober tahun sumpah pemuda maju sama indonesia raya polri,positive
kepala kepolisian resor kota bandung beserta staf dan jajaran mengucapkan selamat hari sumpah pemuda oktober tahun sumpah pemuda maju bersama indonesia raya polri,kepala polisi resor kota bandung serta staf jajar ucap selamat hari sumpah pemuda oktober tahun sumpah pemuda maju sama indonesia raya polri,positive
